folio,upm,estrato,hs04_0060,hs04_0061,hs04_0061_cod,hs04_0062,hs04_0062_cod,hs04_0063,hs04_0064,hs04_0064_cod,hs04_0065,hs04_0065_cod,hs04_0066,hs04_0067,hs04_0067_cod,hs04_0068,hs04_0069,hs04_0070,hs04_0070_cod,hs04_0071,hs04_0072,hs04_0073,hs04_0074,hs04_0075,hs04_0076,hs04_0076_cod,hs04_0077,hs04_0078,hs04_0079,hs04_0080_1_cod,hs04_0080_2_cod,hs04_0080_3_cod,hs04_0080_4_cod,hs04_0080_5_cod,hs04_0080_6_cod,hs04_0080_X_cod,hs04_0081_01,hs04_0081_02,hs04_0081_03,hs04_0081_04,hs04_0081_05,hs04_0081_06,hs04_0081_07,hs04_0081_08,hs04_0081_09,hs04_0081_10,hs04_0081_11,hs04_0081_12,hs04_0081_13,hs04_0081_14,hs04_0081_15,hs04_0081_16,hs04_0081_17,hs04_0081_X_cod,hs04_0082,hs04_0083,hs04_0083_cod,hs04_0084,hs04_0085_01,hs04_0085_02,hs04_0085_03,hs04_0085_04,hs04_0086,hs04_0087,hs05_0088,hs05_0089,ponderadorhviv,area,region,departamento,qriqueza,cviv
112-000385-A-0111,112-000385-A,112,1. CASA,3.PROPIA LA ESTAN PAGANDO,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,3.0,2.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,2. NO,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,16:36,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6749692486311495,1. Urbana,2. Valles,1. Chuquisaca,4. CUARTO QUINTIL,1. CALIDAD ALTA
112-000385-A-0141,112-000385-A,112,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,4.0,3.0,1. CON PERROS,,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,08:53,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6749692486311495,1. Urbana,2. Valles,1. Chuquisaca,4. CUARTO QUINTIL,1. CALIDAD ALTA
142-003969-D-0341,142-003969-D,122,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,1. SI,1. CALAMINA O PLANCHA,,1. TIERRA,,2. NO,9. MANANTIAL O VERTIENTE PROTEGIDA,,996. ES EN EL SITIO,2. NO LA TRATA,,,1. TODO EL TIEMPO,2. NO,,,,3. GAS LICUADO (GARRAFA),,2. NO,1.0,0.0,,,,,,1.  NO TIENE ANIMALES,,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,14:52,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.5016902120658007,2. Rural,2. Valles,1. Chuquisaca,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
142-003969-D-0391,142-003969-D,122,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,9. MANANTIAL O VERTIENTE PROTEGIDA,,996. ES EN EL SITIO,2. NO LA TRATA,,,2. UNAS POCAS HORAS DIARIAS,2. NO,,,,3. GAS LICUADO (GARRAFA),,1. SI,1.0,0.0,1. CON PERROS,,,,,,,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,06:48,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.5016902120658007,2. Rural,2. Valles,1. Chuquisaca,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
142-003969-D-0481,142-003969-D,122,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,1. SI,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,9. MANANTIAL O VERTIENTE PROTEGIDA,,996. ES EN EL SITIO,2. NO LA TRATA,,,2. UNAS POCAS HORAS DIARIAS,2. NO,,,,3. GAS LICUADO (GARRAFA),,1. SI,2.0,2.0,1. CON PERROS,,,,,,,2. NO,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,1. SI,20:46,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.5016902120658007,2. Rural,2. Valles,1. Chuquisaca,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
142-003969-D-0521,142-003969-D,122,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,1. SI,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,9. MANANTIAL O VERTIENTE PROTEGIDA,,996. ES EN EL SITIO,2. NO LA TRATA,,,2. UNAS POCAS HORAS DIARIAS,2. NO,,,,1. LEÑA,,2. NO,2.0,2.0,1. CON PERROS,,,,,,,2. NO,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,21:10,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.5016902120658007,2. Rural,2. Valles,1. Chuquisaca,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
141-003960-D-0091,141-003960-D,121,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,2. NO,10. RÍO/ACEQUIA/VERTIENTE NO PROTEGIDA,,30.0,2. NO LA TRATA,,,1. TODO EL TIEMPO,2. NO,,,,1. LEÑA,,2. NO,1.0,0.0,1. CON PERROS,,,1.  CON GALLINAS,,,,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,16:13,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6149876908747994,2. Rural,2. Valles,1. Chuquisaca,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
141-003960-D-0121,141-003960-D,121,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,4. PAJA/ CAÑA/ PALMA/ BARRO,,1. TIERRA,,1. SI,9. MANANTIAL O VERTIENTE PROTEGIDA,,5.0,2. NO LA TRATA,,,2. UNAS POCAS HORAS DIARIAS,2. NO,,,,3. GAS LICUADO (GARRAFA),,2. NO,1.0,0.0,1. CON PERROS,1.  CON GATOS,,1.  CON GALLINAS,,,,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,3. LA BOTAN EN UN TERRENO BALDÍO O EN LA CALLE,,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,16:58,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6149876908747994,2. Rural,2. Valles,1. Chuquisaca,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
141-003960-D-0531,141-003960-D,121,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,4. PAJA/ CAÑA/ PALMA/ BARRO,,1. TIERRA,,2. NO,8. POZO EXCAVADO NO CUBIERTO,,40.0,2. NO LA TRATA,,,1. TODO EL TIEMPO,2. NO,,,,1. LEÑA,,2. NO,1.0,0.0,1. CON PERROS,,,1.  CON GALLINAS,,,,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,6. LA ENTIERRAN,,2. NO,,,,,1. SI,10:12,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6149876908747994,2. Rural,2. Valles,1. Chuquisaca,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
141-003960-D-0541,141-003960-D,121,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,1. TIERRA,,2. NO,9. MANANTIAL O VERTIENTE PROTEGIDA,,996. ES EN EL SITIO,2. NO LA TRATA,,,1. TODO EL TIEMPO,2. NO,,,,1. LEÑA,,2. NO,1.0,0.0,1. CON PERROS,,,,,,,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,1. SI,16:39,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6149876908747994,2. Rural,2. Valles,1. Chuquisaca,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
114-001657-A-0121,114-001657-A,114,4. CUARTO(S) O HABITACION(ES) SUELTA(S),1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,3. GAS LICUADO (GARRAFA),,1. SI,3.0,2.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,16:08,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.7619925802517881,1. Urbana,2. Valles,1. Chuquisaca,4. CUARTO QUINTIL,1. CALIDAD ALTA
114-001657-A-0131,114-001657-A,114,4. CUARTO(S) O HABITACION(ES) SUELTA(S),6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,5. ALFOMBRA/ TAPIZÓN,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,6. NO COCINA,,2. NO,2.0,1.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,2. NO,2. NO,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,11:16,5. NINGUNA SAL,,0.7619925802517881,1. Urbana,2. Valles,1. Chuquisaca,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
114-001657-A-0151,114-001657-A,114,4. CUARTO(S) O HABITACION(ES) SUELTA(S),1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,6. NO COCINA,,2. NO,1.0,0.0,,,,,,1.  NO TIENE ANIMALES,,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,09:27,5. NINGUNA SAL,,0.7619925802517881,1. Urbana,2. Valles,1. Chuquisaca,3. QUINTIL INTERMEDIO,0. CALIDAD MEDIA
114-001657-A-0161,114-001657-A,114,4. CUARTO(S) O HABITACION(ES) SUELTA(S),1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,6. NO COCINA,,2. NO,1.0,0.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,18:52,5. NINGUNA SAL,,0.7619925802517881,1. Urbana,2. Valles,1. Chuquisaca,3. QUINTIL INTERMEDIO,0. CALIDAD MEDIA
114-001874-A-0361,114-001874-A,114,4. CUARTO(S) O HABITACION(ES) SUELTA(S),6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,3. MACHIHEMBRE / PARQUET,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,1.0,0.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,1. SI,2. NO,2. NO,1. SI,2. NO,,1. SI,1. LA DEPOSITAN EN EL BASURERO PÚBLICO O CONTENEDOR,,2. NO,,,,,2. NO,08:41,5. NINGUNA SAL,,0.6418147223263141,1. Urbana,2. Valles,1. Chuquisaca,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
114-001874-A-0501,114-001874-A,114,4. CUARTO(S) O HABITACION(ES) SUELTA(S),1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,6. NO COCINA,,2. NO,1.0,0.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,15:23,5. NINGUNA SAL,,0.6418147223263141,1. Urbana,2. Valles,1. Chuquisaca,3. QUINTIL INTERMEDIO,0. CALIDAD MEDIA
114-001874-A-0441,114-001874-A,114,4. CUARTO(S) O HABITACION(ES) SUELTA(S),6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,2.0,1.0,,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,,2. NO,1. LA DEPOSITAN EN EL BASURERO PÚBLICO O CONTENEDOR,,2. NO,,,,,2. NO,10:27,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6418147223263141,1. Urbana,2. Valles,1. Chuquisaca,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
114-001874-A-0481,114-001874-A,114,4. CUARTO(S) O HABITACION(ES) SUELTA(S),2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,1.0,1. CON PERROS,,,,,,,1. SI,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,1. SI,14:41,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6418147223263141,1. Urbana,2. Valles,1. Chuquisaca,4. CUARTO QUINTIL,1. CALIDAD ALTA
114-001874-A-0651,114-001874-A,114,4. CUARTO(S) O HABITACION(ES) SUELTA(S),6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,3. GAS LICUADO (GARRAFA),,1. SI,1.0,0.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,15:15,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6418147223263141,1. Urbana,2. Valles,1. Chuquisaca,4. CUARTO QUINTIL,1. CALIDAD ALTA
114-002017-A-0021,114-002017-A,114,4. CUARTO(S) O HABITACION(ES) SUELTA(S),1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,3. GAS LICUADO (GARRAFA),,2. NO,1.0,0.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,,2. NO,1. LA DEPOSITAN EN EL BASURERO PÚBLICO O CONTENEDOR,,2. NO,,,,,2. NO,12:12,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.9651906016522647,1. Urbana,2. Valles,1. Chuquisaca,3. QUINTIL INTERMEDIO,0. CALIDAD MEDIA
114-002017-A-0381,114-002017-A,114,4. CUARTO(S) O HABITACION(ES) SUELTA(S),6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,2.0,1.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,1. LA DEPOSITAN EN EL BASURERO PÚBLICO O CONTENEDOR,,2. NO,,,,,2. NO,16:32,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.9651906016522647,1. Urbana,2. Valles,1. Chuquisaca,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
114-002017-A-0411,114-002017-A,114,3. DEPARTAMENTO,4. ANTICRETICO,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,2.0,1.0,1. CON PERROS,1.  CON GATOS,,,,,,2. NO,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,,1. SI,1. LA DEPOSITAN EN EL BASURERO PÚBLICO O CONTENEDOR,,2. NO,,,,,1. SI,21:18,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.9651906016522647,1. Urbana,2. Valles,1. Chuquisaca,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
114-002017-A-0441,114-002017-A,114,3. DEPARTAMENTO,4. ANTICRETICO,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,2.0,1.0,,,,,,1.  NO TIENE ANIMALES,,2. NO,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,,2. NO,1. LA DEPOSITAN EN EL BASURERO PÚBLICO O CONTENEDOR,,2. NO,,,,,2. NO,21:42,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.9651906016522647,1. Urbana,2. Valles,1. Chuquisaca,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
111-000031-A-0131,111-000031-A,111,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,1.0,,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,16:50,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.36684570677141726,1. Urbana,2. Valles,1. Chuquisaca,2. SEGUNDO QUINTIL,1. CALIDAD ALTA
